id_phim,tenphim,trangthai,daodien,thoiluong,phude,namsx,quocgia,theloai,dophangiai,luotxem,rating,vote
161,Đừng Buông Tay,Hoàn thành,Alexandre Aja,101.0,Vietsub,2024,Âu Mỹ,"Kinh dị, Chính kịch",FHD,321.0,8.0,1.0
162,Cuộc Tình Tay Ba,Hoàn thành,Iar Arondaing,48.0,Vietsub,2024,Philippines,"Chính kịch, Tình cảm, Phim 18+",FHD,312.0,8.0,1.0
163,Thiên Tài Bất Hảo,Hoàn thành,J.C. Lee,96.0,Vietsub,2024,Canada,"Chính kịch, Tâm lý",FHD,150.0,8.0,1.0
164,Luật Rừng Cuối Tuần,Hoàn thành,Vivek Athreya,172.0,Vietsub,2024,Ấn Độ,"Hành động, Tâm lý",FHD,121.0,8.0,1.0
165,Mật Mã Phù Thủy (Phần 1),Hoàn thành,"Alice Troughton, Juan Carlos Medina, Sarah Walker",45.0,Vietsub,2018,Âu Mỹ,"Hành động, Tâm lý, Viễn tưởng, Phiêu lưu, Khoa học",HD,10704.0,8.0,1.0
166,Mật Mã Phù Thủy (Phần 2),Hoàn thành,"Alice Troughton, Juan Carlos Medina, Sarah Walker",45.0,Vietsub,2021,Âu Mỹ,"Hành động, Tâm lý, Viễn tưởng, Phiêu lưu, Khoa học",HD,9991.0,8.0,1.0
167,Mật Mã Phù Thủy (Phần 3),Hoàn thành,"Alice Troughton, Juan Carlos Medina, Sarah Walker",46.0,Vietsub,2022,Âu Mỹ,"Hành động, Tâm lý, Viễn tưởng, Phiêu lưu, Khoa học",HD,8434.0,8.0,1.0
169,Bùa Yêu Trong Vũng Ngò Ôm,Hoàn thành,Off Pongpat Wachirabunjong,45.0,Vietsub,2021,Thái Lan,"Tình cảm, Hài hước",HD,13438.0,10.0,1.0
170,Bùa Yêu (Bản Thái),Hoàn thành,Koo Ekkasit Trakulkasemsuk,44.0,Lồng Tiếng,2020,Thái Lan,Tình cảm,HD,17435.0,8.0,1.0
171,Siêu Nhân Điện Quang Arc,Đang chiếu,Takanori Tsujimoto,30.0,VietSub,2024,Nhật Bản,"Hài hước, Hành động, Viễn tưởng, Khoa học",HD,2083.0,8.0,1.0
172,Thiên Cơ Thập Nhị Cung,Hoàn thành,Trần Bằng,,Lồng Tiếng,2019,Trung Quốc,"Tình cảm, Cổ trang",HD,11143.0,8.0,1.0
173,Jack And Joker: Người Đánh Cắp Trái Tim Tôi!,Đang chiếu,"Tee Sintanaparadee, Tee Bundit Sintanaparadee",60.0,VietSub,2024,Thái Lan,"Tình cảm, Tâm lý, Phiêu lưu, Bí ẩn, Hình sự",HD,2395.0,8.0,1.0
177,Bí Mật Kẻ Sát Nhân Hoàng Đạo,Hoàn thành,Đang cập nhật,49.0,Vietsub,2024,Âu Mỹ,"Tài liệu, Hình sự",FHD,176.0,8.0,1.0
178,Cắt qua thời gian,Hoàn thành,Hannah Macpherson,91.0,Vietsub,2024,Âu Mỹ,"Viễn tưởng, Khoa học, Kinh dị",HD,183.0,8.0,1.0
179,Ngôi Nhà Hạnh Phúc (Bản Việt Nam),Hoàn thành,Vũ Ngọc Đãng,45.0,Vietsub,2009,Việt Nam,"Gia đình, Tâm lý, Tình cảm",FHD,153.0,8.0,1.0
180,Chú Chó Biết Tuốt,Hoàn thành,Kim Yoo Jin,70.0,Thuyết Minh,2024,Hàn Quốc,"Tình cảm, Hài hước, Chính kịch, Tâm lý",HD,3631.0,8.0,1.0
181,Tình Yêu Khờ Dại,Hoàn thành,Kim Min Seok,60.0,Vietsub,2019,Hàn Quốc,"Phim bộ, Tâm lý, Tình cảm",HD,447.0,8.0,1.0
182,Valentine Dối Trá,Hoàn thành,Koo Ekkasit Trakulkasemsuk,30.0,Thuyết Minh,2022,Thái Lan,"Phim bộ, Tâm lý, Tình cảm",HD,281.0,8.0,1.0
183,Kỷ Niệm Tan Vỡ,Hoàn thành,K Chainarong Tampong,30.0,Thuyết Minh,2022,Thái Lan,"Phim bộ, Tâm lý, Tình cảm",HD,281.0,8.0,1.0
184,Sinh Nhật Bất Hạnh,Hoàn thành,Tik Wasinee Khunanitisarn,30.0,Thuyết Minh,2021,Thái Lan,"Phim bộ, Tâm lý, Tình cảm",HD,170.0,8.0,1.0
185,Mong Đợi Cuối Cùng,Hoàn thành,Kathatep Thaivanit,30.0,Thuyết Minh,2022,Thái Lan,"Phim bộ, Tâm lý, Tình cảm",HD,342.0,8.0,1.0
186,Cái Kết Của Nhân Tình,Hoàn thành,Tik Wasinee Khunanitisarn,30.0,Thuyết Minh,2020,Thái Lan,"Phim bộ, Lãng mạn, Tâm lý, Tình cảm",HD,245.0,8.0,1.0
187,Mẹ Kế (Thái Lan),Hoàn thành,Nui Suttasit Dechinthanarak,30.0,Thuyết Minh,2020,Thái Lan,"Phim bộ, Lãng mạn, Tâm lý, Tình cảm",HD,262.0,8.0,1.0
188,Ngoại Tình,Hoàn thành,Louie Ignacio,96.0,Vietsub,2022,Philippines,Chính kịch,HD,3440.0,8.0,1.0
189,Bí Mật Trên Ứng Dụng Hẹn Hò,Hoàn thành,Boonyathorn Kitiphattakon,45.0,Thuyết Minh,2024,Thái Lan,"Tình cảm, Tâm lý",HD,3631.0,8.0,1.0
190,Yêu Em 3000 Lần,Đang chiếu,Zhou Ming Liang,,Vietsub,2024,Trung Quốc,"Chính kịch, Tình cảm",FHD,819.0,8.0,1.0
191,Nhị Lang Thần: Thâm Hải Giao Long,Hoàn thành,Wang Jun,99.0,Vietsub,2024,Trung Quốc,"Phiêu lưu, Viễn tưởng, Hoạt hình",FHD,327.0,8.0,1.0
192,"Daeng: Hậu Duệ ""Tình Người Duyên Ma""",Hoàn thành,"Chaleumpol Tikumpornteerawong, Watcharapong Pattama",110.0,Vietsub,2022,Thái Lan,"Hài hước, Kinh dị",HD,3663.0,8.0,1.0
194,Nữ Luật Sư Lidia Poët Phần 2,Hoàn thành,Đang cập nhật,40.0,Vietsub,2024,Ý,"Chính kịch, Hình sự",FHD,168.0,8.0,1.0
195,Người Tốt Hay Kẻ Xấu,Đang chiếu,Park Geon Ho,,Vietsub,2024,Hàn Quốc,"Hành động, Tình cảm, Chính kịch, Tâm lý, Hình sự",HD,2136.0,8.0,1.0
196,Yong Soo Jung Dũng Cảm,Đang chiếu,"Lee Min Soo, Kim Mi Sook",30.0,VietSub,2024,Hàn Quốc,"Tình cảm, Hài hước, Chính kịch, Tâm lý",HD,2364.0,8.0,1.0
197,Vì Yêu Dẫn Lối,Đang chiếu,New Siwaj Sawatmaneekul,52.0,Vietsub,2024,Thái Lan,Tâm lý,HD,945.0,8.0,1.0
198,Tòa Thành Thời Gian,Hoàn thành,Chan Ka Lam,45.0,Vietsub,2023,Trung Quốc,"Chính kịch, Tình cảm, Tâm lý",FHD,821.0,8.0,1.0
199,Sự Trả Thù Của Nàng Bạch Tuyết,Đang chiếu,Choi Ji-Young,33.0,Vietsub,2024,Hàn Quốc,"Chính kịch, Gia đình, Tình cảm, Tâm lý",FHD,1478.0,8.0,1.0
200,Lễ Tốt Nghiệp Chúng Mình,Hoàn thành,Chu Lễ Hòa,49.0,Lồng Tiếng,2024,Trung Quốc,"Chính kịch, Tình cảm, Tâm lý",FHD,266.0,8.0,1.0
201,Cuộc Tình Chen Ngang,Hoàn thành,Jules Katanyag,103.0,Vietsub,2022,Philippines,"Phim lẻ, Chính kịch, Lãng mạn, Gây cấn, Phim 18+",HD,428.0,8.0,1.0
202,Tình Thỏa Hiệp,Hoàn thành,Carby Salvador,67.0,Vietsub,2024,Philippines,"Chính kịch, Phim 18+",FHD,331.0,8.0,1.0
203,Mỹ Nhân Thâm Kế,Hoàn thành,Henry King Quitain,46.0,Vietsub,2024,Philippines,"Chính kịch, Phim 18+",FHD,432.0,8.0,1.0
204,Quý Ông Còn Zin,Hoàn thành,Anthony Chan Yau,85.0,Vietsub,1984,Hồng Kông,"Phim lẻ, Phim hài, Chính kịch, Lãng mạn",HD,228.0,8.0,1.0
205,Nữ Hầu Phòng,Hoàn thành,Bobby Bonifacio,47.0,Vietsub,2024,Philippines,"Phim lẻ, Chính kịch, Phim 18+",HD,515.0,8.0,1.0
206,Truy Tìm Quái Thú,Hoàn thành,Ryan Coonan,83.0,Vietsub,2024,Úc,"Phim lẻ, Kinh dị, Bí ẩn",HD,179.0,8.0,1.0
207,Dối Trá,Đang chiếu,Hakan İnan,120.0,VietSub,2024,Thổ Nhĩ Kỳ,"Gia đình, Chính kịch",HD,1869.0,8.0,1.0
208,Tắm Xác,Hoàn thành,Hadrah Daeng Ratu,107.0,Vietsub,2024,Indonesia,"Kinh dị, Chính kịch, Tâm lý",FHD,262.0,8.0,1.0
209,Tận Thế Z: Khởi Nguồn Đại Dịch,Hoàn thành,Carles Torrens,117.0,Vietsub,2024,Tây Ban Nha,"Hành động, Viễn tưởng, Kinh dị",FHD,464.0,8.0,1.0
210,Nỗi Đau Ngủ Yên,Hoàn thành,Adam Cooper,112.0,Vietsub,2024,Âu Mỹ,"Bí ẩn, Tâm lý, Hình sự, Chính kịch",FHD,254.0,8.0,1.0
211,Dịch Vụ Cướp Người Yêu,Đang chiếu,Honda Ryuichi,23.0,Vietsub,2024,Nhật Bản,"Phim bộ, Phim đang chiếu, Hành động, Chính kịch, Kinh dị, Bí ẩn",HD,343.0,8.0,1.0
212,Đồng Minh Bí Mật,Đang chiếu,Honda Ryuichi,23.0,Vietsub,2024,Nhật Bản,"Phim bộ, Phim đang chiếu, Chính kịch, Lãng mạn, Tình cảm",HD,217.0,8.0,1.0
213,Lời Nói Dối Của Em Cũng Dễ Nghe,Hoàn thành,Li Hui Zhu,45.0,VietSub,2024,Trung Quốc,"Tình cảm, Chính kịch, Tâm lý, Gia đình",HD,10351.0,8.0,1.0
214,Vòng Lặp Chết Chóc,Đang chiếu,Nui Suttasit,50.0,Vietsub,2024,Thái Lan,"Phim bộ, Phim đang chiếu, Giả tưởng, Bí ẩn, Tâm lý",HD,333.0,8.0,1.0
215,Người Bán Hàng Cần Mẫn,Đang chiếu,Jo Woong,70.0,VietSub,2024,Hàn Quốc,"Tình cảm, Hài hước, Chính kịch, Tâm lý, Gia đình",HD,1725.0,8.0,1.0
216,Ai Oán Trong Vườn Xuân,Hoàn thành,Ku Born,91.0,Vietsub,2024,Hàn Quốc,Kinh dị,HD,195.0,1.0,1.0
217,Âm Dương Sư 0: Khởi Nguồn,Hoàn thành,Shimako Satō,112.0,Vietsub,2024,Nhật Bản,"Bí ẩn, Cổ trang",HD,1105.0,8.0,1.0
218,Thẩm Phán Từ Địa Ngục,Hoàn thành,Park Jin Pyo,60.0,Vietsub,2024,Hàn Quốc,"Tâm lý, Tình cảm, Chính kịch, Phiêu lưu, Bí ẩn, Viễn tưởng",HD,17154.0,8.0,1.0
219,3 Câu Chuyện Tình,Hoàn thành,"Roman Perez Jr., Omar Deroca, Sigrid Polon",119.0,Vietsub,2024,Philippines,"Chính kịch, Phim 18+",FHD,293.0,8.0,1.0
220,Mảnh Tình Sát Vách,Hoàn thành,Mac Alejandre,107.0,Vietsub,2023,Philippines,"Chính kịch, Phim 18+",FHD,430.0,8.0,1.0
221,Tình Mơ,Hoàn thành,Jon Red,86.0,Vietsub,2024,Philippines,"Chính kịch, Tình cảm, Phim 18+",FHD,500.0,8.0,1.0
222,Trí Tuệ Kép,Hoàn thành,Puri Jagannadh,162.0,Vietsub,2024,Ấn Độ,"Hành động, Khoa học, Viễn tưởng, Tâm lý",FHD,156.0,8.0,1.0
223,Lưỡi Dao Chiến Tranh,Hoàn thành,Nicholas Winter,94.0,Vietsub,2024,Anh,"Chiến tranh, Tâm lý",FHD,122.0,8.0,1.0
224,Thế Giới Ảo Ma,Hoàn thành,Adam Stern,92.0,Vietsub,2024,Canada,"Hành động, Khoa học, Viễn tưởng, Tâm lý",FHD,240.0,8.0,1.0
225,Gia Đạo Trung Nhị,Đang chiếu,Đang cập nhật,7.0,Vietsub,2024,Trung Quốc,"Hài hước, Hoạt hình",FHD,2051.0,8.0,1.0
226,Đố Anh Còng Được Tôi,Sắp chiếu,Ryoo Seung Wan,118.0,VietSub,2024,Hàn Quốc,"Hài hước, Chính kịch, Phiêu lưu, Hành động",HD,3992.0,8.0,1.0
227,Hai Tay Súng Huyền Thoại,Hoàn thành,Justin Lee,91.0,Vietsub,2022,Âu Mỹ,Hành động,HD,128.0,8.0,1.0
228,Ngạo Tửu Giang Hồ,Hoàn thành,Lý Đạt Siêu,45.0,Thuyết Minh,2006,Trung Quốc,"Hành động, Tình cảm, Võ thuật",HD,14964.0,8.0,1.0
229,Mật Ngọt Cấm Kỵ,Đang chiếu,Nuchy Anucha Boonyawatana,60.0,VietSub,2024,Thái Lan,"Tình cảm, Chính kịch, Tâm lý",HD,1263.0,8.0,1.0
230,Men Say Tình Yêu,Đang chiếu,Park Seon Ho,,VietSub,2024,Hàn Quốc,"Hài hước, Chính kịch, Tâm lý, Gia đình",HD,355.0,8.0,1.0
231,Vẫn Mãi Là Em,Hoàn thành,Dream Thanika,85.0,Lồng Tiếng,2021,Thái Lan,"Hài hước, Tình cảm, Tâm lý",FHD,197.0,8.0,1.0
232,Đôi Hai,Hoàn thành,Shashanka Chaturvedi,127.0,Vietsub,2024,Ấn Độ,"Hình sự, Chính kịch, Bí ẩn",HD,156.0,8.0,1.0
233,Sơ Nhan,Đang chiếu,九木,9.0,Vietsub,2024,Trung Quốc,"Chính kịch, Cổ trang",HD,834.0,8.0,1.0
234,Hạnh Phúc Bị Đánh Cắp,Đang chiếu,Nhâm Minh Hiền,60.0,Vietsub,2024,Việt Nam,"Tình cảm, Tâm lý",FHD,819.0,8.0,1.0
235,Thoát Khỏi Xiềng Xích,Hoàn thành,Nikkhil Advani,151.0,Vietsub,2024,Ấn Độ,"Hành động, Chính kịch, Tâm lý",FHD,122.0,8.0,1.0
236,Bầy Rùa Vô Tận,Hoàn thành,Hannah Marks,109.0,Vietsub,2024,Âu Mỹ,"Chính kịch, Tình cảm",FHD,65.0,8.0,1.0
238,Đặc Vụ Vô Hình,Hoàn thành,Anthony Russo,105.0,Vietsub,2022,Âu Mỹ,"Hành động, Phiêu lưu",HD,2424.0,8.0,1.0
240,Đặc Vụ Vô Hình,Hoàn thành,Yi Huang,97.0,Vietsub,2024,Trung Quốc,"Chính kịch, Hình sự, Gây cấn",FHD,316.0,8.0,1.0
241,Chọn Làm Người Một Nhà,Đang chiếu,Kim Seung Ho,70.0,VietSub,2024,Hàn Quốc,"Tình cảm, Hài hước, Chính kịch, Tâm lý, Gia đình",HD,4891.0,9.5,2.0
242,Hẹn Gặp Giáng Sinh Sau,Hoàn thành,Rusty Cundieff,105.0,Vietsub,2024,Âu Mỹ,"Hài hước, Tình cảm, Phim lẻ, Lãng mạn",HD,65.0,8.0,1.0
243,Người Tình Yêu Dấu Của Tôi,Đang chiếu,Aew Ampaiporn Jitmaingong,,Vietsub,2024,Thái Lan,Tình cảm,HD,4170.0,8.0,1.0
244,Tín Hiệu Cầu Cứu,Hoàn thành,Zoë Kravitz,103.0,Vietsub,2024,Âu Mỹ,"Bí ẩn, Phiêu lưu, Hành động, Phim lẻ, Gây cấn",HD,135.0,8.0,1.0
246,Nữ Hoàng Ayodhaya,Đang chiếu,Sant Srikaewlaw,,VietSub,2024,Thái Lan,"Kinh dị, Phiêu lưu, Hành động, Bí ẩn",HD,2086.0,8.0,1.0
247,Mật Mã Đỏ,Sắp chiếu,Jake Kasdan,124.0,Vietsub,2024,Âu Mỹ,"Hành động, Hài hước, Phiêu lưu, Phim hài, Phim lẻ",HD,256.0,8.0,1.0
248,Bí Mật Trang Trại Nho,Hoàn thành,Brande Roderick,100.0,Vietsub,2023,Âu Mỹ,"Phim lẻ, Kinh dị, Gây cấn, Phiêu lưu",HD,102.0,8.0,1.0
249,Đối Mặt,Đang chiếu,Ahn Sang Hoon,70.0,VietSub,2024,Hàn Quốc,"Tình cảm, Chính kịch, Tâm lý, Hình sự, Khoa học, Phim bộ",HD,334.0,8.0,1.0
250,Xuyên Không Cải Mệnh Gia Tộc,Hoàn thành,Jaturong Mokjok,120.0,Vietsub,2024,Thái Lan,"Hài hước, Gia đình, Hành động",HD,1104.0,8.0,1.0
251,Dòng Chảy Thời Gian,Hoàn thành,Rodrigo Prieto,131.0,Vietsub,2024,Mexico,"Chính kịch, Bí ẩn, Tâm lý, Viễn tưởng",FHD,43.0,8.0,1.0
252,10 ngày của một người tò mò,Hoàn thành,Uluç Bayraktar,110.0,Vietsub,2024,Thổ Nhĩ Kỳ,"Hình sự, Chính kịch, Phim lẻ",FHD,46.0,8.0,1.0
253,Hẹn Hò Với Ông Già Tuyết,Hoàn thành,Jose Sierra,98.0,Vietsub,2023,Mexico,"Hài hước, Chính kịch, Phim lẻ",HD,38.0,8.0,1.0
254,Tấn Văn Công Truyền Kỳ (Giấc Mộng Quyền Lực),Hoàn thành,Tiêu Hiển Huy,45.0,Lồng Tiếng,1989,Hồng Kông,"Phim bộ, Lịch sử, Cổ trang",HD,33.0,8.0,1.0
255,Lửa Tình Tựa Băng Giá,Đang chiếu,Intanon Ratanakarn,45.0,Vietsub,2024,Thái Lan,"Chính kịch, Tình cảm, Phim bộ, Lãng mạn",HD,636.0,8.0,1.0
256,Sweetpea,Đang chiếu,Ella Jones,,VietSub,2024,Anh,"Hài hước, Chính kịch, Hành động, Bí ẩn",HD,247.0,8.0,1.0
257,Bác Sĩ Thiên Tài (Bản Thái),Đang chiếu,Off Monthon Arayangkoon,70.0,VietSub,2024,Thái Lan,"Tình cảm, Chính kịch, Tâm lý, Khoa học",HD,922.0,8.0,1.0
258,Bắt Cóc,Đang chiếu,Noom Attaporn Teemarkorn,60.0,VietSub,2024,Thái Lan,"Phiêu lưu, Hành động, Bí ẩn",HD,2860.0,8.0,1.0
259,Yêu Là Phải Thử,Hoàn thành,Oh Kritsada Techanilobon,43.0,Vietsub,2024,Thái Lan,"Phim bộ, Phim đang chiếu, Tâm lý, Tình cảm",HD,625.0,8.0,1.0
260,Đảo Hải Tặc: Phần Về Biển Đông,Hoàn thành,Takashi Otsuka,106.0,Vietsub,2017,Nhật Bản,"Phim lẻ, Hành động, Phiêu lưu, Hoạt hình",HD,31.0,8.0,1.0
261,Đảo Hải Tặc 13: GOLD,Hoàn thành,Hiroaki Miyamoto,120.0,Vietsub,2016,Nhật Bản,"Hành động, Hoạt hình, Phiêu lưu, Hài hước",HD,32.0,8.0,1.0
262,Đảo Hải Tặc 14: Lễ Hội Hải Tặc,Hoàn thành,Takashi Otsuka,101.0,Vietsub,2019,Nhật Bản,"Hành động, Phiêu lưu, Gia đình, Hoạt hình",HD,37.0,8.0,1.0
265,Hắc Bạch Quyết,Đang chiếu,Jack Zhao,45.0,VietSub,2024,Trung Quốc,"Chính kịch, Hành động, Bí ẩn, Hình sự",HD,539.0,8.0,1.0
266,Ông Plankton Phần 1,Hoàn thành,Hong Jong Chan,,VietSub,2024,Hàn Quốc,"Tình cảm, Chính kịch, Phim bộ, Lãng mạn",HD,129.0,8.0,1.0
267,Thất Tiếu,Đang chiếu,Xa Lượng Dật,45.0,VietSub,2024,Trung Quốc,"Tình cảm, Chính kịch, Tâm lý, Phim bộ, Phim đang chiếu, Lãng mạn",HD,138.0,8.0,1.0
268,Kẻ Phản Bội Thân Mật,Đang chiếu,Song Yeon Hwa,,VietSub,2024,Hàn Quốc,"Tình cảm, Chính kịch, Tâm lý, Bí ẩn, Hình sự",HD,2998.0,8.0,1.0
269,Vijay 69,Hoàn thành,Akshay Roy,112.0,Vietsub,2024,Ấn Độ,"Hài hước, Chính kịch",HD,30.0,8.0,1.0
270,Linh Mục Nhiệt Huyết 2,Đang chiếu,Park Bo Ram,35.0,Vietsub,2024,Hàn Quốc,"Hài hước, Hình sự, Chính kịch, Phim bộ, Phim đang chiếu, Gây cấn",HD,61.0,8.0,1.0
271,Góc Khuất Gangnam (Bên lề Gangnam),Đang chiếu,Park Noo Ri,,Vietsub,2024,Hàn Quốc,"Hành động, Tâm lý, Chính kịch, Phiêu lưu, Hình sự, Gây cấn",HD,550.0,8.0,1.0
273,Trầm Hương Như Mộng,Đang chiếu,姜炫亦,13.0,Vietsub,2024,Trung Quốc,"Chính kịch, Cổ trang, Tình cảm, Phim bộ, Lãng mạn",FHD,180.0,8.0,1.0
274,Cô Gái Sống Trong Cơ Thể Tôi,Đang chiếu,Ma Ding,19.0,Vietsub,2024,Trung Quốc,"Chính kịch, Tình cảm, Hài hước, Cổ trang",HD,319.0,8.0,1.0
275,Rèm Ngọc Châu Sa,Đang chiếu,Tạ Trạch,40.0,Vietsub,2024,Trung Quốc,Cổ trang,HD,11682.0,10.0,1.0
276,Mộng Nam Kha,Đang chiếu,Liu Hao Nan,12.0,Vietsub,2024,Trung Quốc,"Phim bộ, Phim đang chiếu, Giả tưởng, Cổ trang, Tình cảm, Chính kịch, Lãng mạn",HD,23.0,8.0,1.0
277,Canh Bạc Ái Tình,Hoàn thành,Meaw Pawanrat Naksuriya,,Vietsub,2024,Thái Lan,"Tình cảm, Tâm lý",HD,4443.0,8.0,1.0
279,Thời Niên Thiếu Của Bao Thanh Thiên 1,Hoàn thành,Hồ Minh Khải,45.0,Lồng Tiếng,2000,Trung Quốc,"Phim bộ, Hình sự, Chính kịch, Cổ trang",HD,9.0,8.0,1.0
280,Trò Chơi Đuổi Bắt W: Nàng Sếp Cậy Quyền Bắt Nạt Đấy Là Người Yêu Cũ Của Tôi,Hoàn thành,Ota Yu,45.0,VietSub,2024,Thái Lan,"Tình cảm, Chính kịch, Tâm lý",HD,9220.0,9.5,2.0
281,Ngược Dòng Thời Gian Để Yêu Anh,Hoàn thành,Đang cập nhật,45.0,VietSub,2018,Thái Lan,"Tình cảm, Tâm lý",HD,96336.0,8.2,11.0
282,Họ Nhân Bản Tyrone,Hoàn thành,Juel Taylor,122.0,Vietsub,2023,Âu Mỹ,"Hài hước, Bí ẩn, Viễn tưởng",HD,326.0,8.0,1.0
283,Cung Tỏa Tâm Ngọc,Hoàn thành,Jiang Guangtao,45.0,VietSub,2011,Trung Quốc,"Tình cảm, Chính kịch, Tâm lý, Cổ trang",HD,1922.0,8.0,1.0
285,Thiên Thần Hủy Diệt 1,Hoàn thành,Wai Lit,92.0,Vietsub,1992,Hồng Kông,Hành động,HD,551.0,8.0,1.0
286,Người Hầu,Hoàn thành,Dae-Woo Kim,124.0,Vietsub,2010,Hàn Quốc,"Tình cảm, Chính kịch",HD,38338.0,8.0,1.0
287,IC 814: Không Tặc Kandahar,Hoàn thành,Anubhav Sinha,40.0,Vietsub,2024,Ấn Độ,Chính kịch,HD,680.0,8.0,1.0
288,Kẻ Hủy Diệt Zero,Hoàn thành,Masashi Kudô,25.0,Vietsub,2024,Nhật Bản,"Phiêu lưu, Hành động, Viễn tưởng, Hoạt hình",HD,1276.0,8.0,1.0
289,Tinh Hoa Muay,Hoàn thành,Robert Grasmere,101.0,Vietsub,2024,Âu Mỹ,Hành động,HD,783.0,8.0,1.0
290,Gấu Brigsby,Hoàn thành,Dave McCary,97.0,Vietsub,2017,Âu Mỹ,"Hài hước, Chính kịch",HD,357.0,8.0,1.0
291,Cô Hầu Phòng ở Manhattan,Hoàn thành,Wayne Wang,105.0,Vietsub,2002,Âu Mỹ,"Hài hước, Chính kịch",HD,459.0,8.0,1.0
292,Bố Là Gấu Bắc Cực,Hoàn thành,Maya Forbes,87.0,Vietsub,2014,Âu Mỹ,"Hài hước, Chính kịch",HD,353.0,8.0,1.0
293,Anh Em Nhà Solomon,Hoàn thành,Bob Odenkirk,93.0,Vietsub,2007,Âu Mỹ,Hài hước,HD,370.0,8.0,1.0
294,Câu Lạc Bộ Vợ Cả,Hoàn thành,Hugh Wilson,102.0,Vietsub,1996,Âu Mỹ,Hài hước,HD,339.0,8.0,1.0
295,Khởi Nguyên Kỳ Diệu,Hoàn thành,Stella Meghie,96.0,Vietsub,2017,Âu Mỹ,Chính kịch,HD,339.0,8.0,1.0
296,Tốc Độ,Hoàn thành,Jan de Bont,116.0,Vietsub,1994,Âu Mỹ,Hành động,HD,541.0,8.0,1.0
